filename,title,description,date,image,Draft,authors,Tags,Categories
"definition-of-abba-design-in-psychology.md,""""""Definition of ABBA Design in Psychology"""""",""""""Get to know the definition of ABBA design according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-abba-design-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-aberrant-in-psychology.md,""""""Definition of Aberrant in Psychology"""""",""""""Get to know the definition of aberrant according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-aberrant-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-ability-in-psychology.md,""""""Definition of Ability in Psychology"""""",""""""Get to know the definition of ability according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-ability-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-ability-tests-in-psychology.md,""""""Definition of Ability Tests in Psychology"""""",""""""Get to know the definition of ability tests according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-ability-tests-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-ablation-in-psychology.md,""""""Definition of Ablation in Psychology"""""",""""""Get to know the definition of ablation according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-ablation-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-abnormal-in-psychology.md,""""""Definition of Abnormal in Psychology"""""",""""""Get to know the definition of abnormal according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-abnormal-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-abnormal-psychology-in-psychology.md,""""""Definition of Abnormal Psychology"""" in Psychology"""""",""""""Get to know the definition of abnormal psychology according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-abnormal-psychology-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-abreaction-in-psychology.md,""""""Definition of Abreaction in Psychology"""""",""""""Get to know the definition of abreaction according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-abreaction-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-abscissa-in-psychology.md,""""""Definition of Abscissa in Psychology"""""",""""""Get to know the definition of abscissa according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-abscissa-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-absolute-refractory-period-absolute-threshold-in-psychology.md,""""""Definition of Absolute Refractory Period Absolute Threshold in Psychology"""""",""""""Get to know the definition of absolute refractory period absolute threshold according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-absolute-refractory-period-absolute-threshold-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-absolute-zero-in-psychology.md,""""""Definition of Absolute Zero in Psychology"""""",""""""Get to know the definition of absolute zero according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-absolute-zero-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-abstract-thought-in-psychology.md,""""""Definition of Abstract Thought in Psychology"""""",""""""Get to know the definition of abstract thought according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-abstract-thought-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-abuse-in-psychology.md,""""""Definition of Abuse in Psychology"""""",""""""Get to know the definition of abuse according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-abuse-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acalculia-in-psychology.md,""""""Definition of Acalculia in Psychology"""""",""""""Get to know the definition of acalculia according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acalculia-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-accent-in-psychology.md,""""""Definition of Accent in Psychology"""""",""""""Get to know the definition of accent according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-accent-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-account-analysis-in-psychology.md,""""""Definition of Account Analysis in Psychology"""""",""""""Get to know the definition of account analysis according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-account-analysis-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-accounts-in-psychology.md,""""""Definition of Accounts in Psychology"""""",""""""Get to know the definition of accounts according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-accounts-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acetylcholine-in-psychology.md,""""""Definition of Acetylcholine in Psychology"""""",""""""Get to know the definition of acetylcholine according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acetylcholine-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-achievement-motivation-in-psychology.md,""""""Definition of Achievement Motivation in Psychology"""""",""""""Get to know the definition of achievement motivation according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-achievement-motivation-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-achievement-test-in-psychology.md,""""""Definition of Achievement Test in Psychology"""""",""""""Get to know the definition of achievement test according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-achievement-test-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-achromatic-colours-in-psychology.md,""""""Definition of Achromatic Colours in Psychology"""""",""""""Get to know the definition of achromatic colours according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-achromatic-colours-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-achromatopsia-in-psychology.md,""""""Definition of Achromatopsia in Psychology"""""",""""""Get to know the definition of achromatopsia according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-achromatopsia-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acoustic-in-psychology.md,""""""Definition of Acoustic in Psychology"""""",""""""Get to know the definition of acoustic according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acoustic-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acoustic-store-in-psychology.md,""""""Definition of Acoustic Store in Psychology"""""",""""""Get to know the definition of acoustic store according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acoustic-store-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acquiescence-bias-in-psychology.md,""""""Definition of Acquiescence Bias in Psychology"""""",""""""Get to know the definition of acquiescence bias according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acquiescence-bias-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acquired-dyslexia-in-psychology.md,""""""Definition of Acquired Dyslexia in Psychology"""""",""""""Get to know the definition of acquired dyslexia according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acquired-dyslexia-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acquisition-in-psychology.md,""""""Definition of Acquisition in Psychology"""""",""""""Get to know the definition of acquisition according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acquisition-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acronym-in-psychology.md,""""""Definition of Acronym in Psychology"""""",""""""Get to know the definition of acronym according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acronym-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acth-in-psychology.md,""""""Definition of Acth in Psychology"""""",""""""Get to know the definition of acth according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acth-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acting-out-in-psychology.md,""""""Definition of Acting Out in Psychology"""""",""""""Get to know the definition of acting out according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acting-out-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-action-disorganisation-syndrome-in-psychology.md,""""""Definition of Action Disorganisation Syndrome in Psychology"""""",""""""Get to know the definition of action disorganisation syndrome according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-action-disorganisation-syndrome-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-action-pattern-in-psychology.md,""""""Definition of Action Pattern in Psychology"""""",""""""Get to know the definition of action pattern according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-action-pattern-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-action-potential-in-psychology.md,""""""Definition of Action Potential in Psychology"""""",""""""Get to know the definition of action potential according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-action-potential-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-action-research-cycle-in-psychology.md,""""""Definition of Action Research Cycle in Psychology"""""",""""""Get to know the definition of action research cycle according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-action-research-cycle-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-action-research-in-psychology.md,""""""Definition of Action Research in Psychology"""""",""""""Get to know the definition of action research according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-action-research-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-action-specific-energy-in-psychology.md,""""""Definition of Action Specific Energy in Psychology"""""",""""""Get to know the definition of action specific energy according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-action-specific-energy-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-activation-in-psychology.md,""""""Definition of Activation in Psychology"""""",""""""Get to know the definition of activation according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-activation-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-actor-observer-effect-in-psychology.md,""""""Definition of Actor Observer Effect in Psychology"""""",""""""Get to know the definition of actor observer effect according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-actor-observer-effect-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-actualising-tendency-in-psychology.md,""""""Definition of Actualising Tendency in Psychology"""""",""""""Get to know the definition of actualising tendency according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-actualising-tendency-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-acuity-in-psychology.md,""""""Definition of Acuity in Psychology"""""",""""""Get to know the definition of acuity according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-acuity-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-adaptation-in-psychology.md,""""""Definition of Adaptation in Psychology"""""",""""""Get to know the definition of adaptation according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-adaptation-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-addiction-in-psychology.md,""""""Definition of Addiction in Psychology"""""",""""""Get to know the definition of addiction according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-addiction-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-additive-factors-method-in-psychology.md,""""""Definition of Additive Factors Method in Psychology"""""",""""""Get to know the definition of additive factors method according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-additive-factors-method-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-adhd-in-psychology.md,""""""Definition of Adhd in Psychology"""""",""""""Get to know the definition of adhd according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-adhd-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-adipose-in-psychology.md,""""""Definition of Adipose in Psychology"""""",""""""Get to know the definition of adipose according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-adipose-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-adipsia-in-psychology.md,""""""Definition of Adipsia in Psychology"""""",""""""Get to know the definition of adipsia according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-adipsia-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-adjustment-in-psychology.md,""""""Definition of Adjustment in Psychology"""""",""""""Get to know the definition of adjustment according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-adjustment-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-adolescence-in-psychology.md,""""""Definition of Adolescence in Psychology"""""",""""""Get to know the definition of adolescence according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-adolescence-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-adoption-studies-in-psychology.md,""""""Definition of Adoption Studies in Psychology"""""",""""""Get to know the definition of adoption studies according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-adoption-studies-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-adrenaline-in-psychology.md,""""""Definition of Adrenaline in Psychology"""""",""""""Get to know the definition of adrenaline according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-adrenaline-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-adrenergic-pathway-in-psychology.md,""""""Definition of Adrenergic Pathway in Psychology"""""",""""""Get to know the definition of adrenergic pathway according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-adrenergic-pathway-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-aesthetics-in-psychology.md,""""""Definition of Aesthetics in Psychology"""""",""""""Get to know the definition of aesthetics according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-aesthetics-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-aetiology-in-psychology.md,""""""Definition of Aetiology in Psychology"""""",""""""Get to know the definition of aetiology according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-aetiology-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-affect-display-in-psychology.md,""""""Definition of Affect Display in Psychology"""""",""""""Get to know the definition of affect display according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-affect-display-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-affect-heuristic-in-psychology.md,""""""Definition of Affect Heuristic in Psychology"""""",""""""Get to know the definition of affect heuristic according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-affect-heuristic-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-affect-in-psychology.md,""""""Definition of Affect in Psychology"""""",""""""Get to know the definition of affect according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-affect-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-affectionless-psychopathy-in-psychology.md,""""""Definition of Affectionless Psychopathy in Psychology"""""",""""""Get to know the definition of affectionless psychopathy according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-affectionless-psychopathy-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-affective-blindsight-in-psychology.md,""""""Definition of Affective Blindsight in Psychology"""""",""""""Get to know the definition of affective blindsight according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-affective-blindsight-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-affective-disorder-in-psychology.md,""""""Definition of Affective Disorder in Psychology"""""",""""""Get to know the definition of affective disorder according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-affective-disorder-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-affective-domain-in-psychology.md,""""""Definition of Affective Domain in Psychology"""""",""""""Get to know the definition of affective domain according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-affective-domain-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-afferent-dysgraphia-in-psychology.md,""""""Definition of Afferent Dysgraphia in Psychology"""""",""""""Get to know the definition of afferent dysgraphia according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-afferent-dysgraphia-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-afferent-neurone-in-psychology.md,""""""Definition of Afferent Neurone in Psychology"""""",""""""Get to know the definition of afferent neurone according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-afferent-neurone-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-affiliation-in-psychology.md,""""""Definition of Affiliation in Psychology"""""",""""""Get to know the definition of affiliation according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-affiliation-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-affiliative-needs-in-psychology.md,""""""Definition of Affiliative Needs in Psychology"""""",""""""Get to know the definition of affiliative needs according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-affiliative-needs-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-affordances-in-psychology.md,""""""Definition of Affordances in Psychology"""""",""""""Get to know the definition of affordances according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-affordances-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-afterimage-age-regression-in-psychology.md,""""""Definition of Afterimage Age Regression in Psychology"""""",""""""Get to know the definition of afterimage age regression according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-afterimage-age-regression-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-agency-in-psychology.md,""""""Definition of Agency in Psychology"""""",""""""Get to know the definition of agency according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-agency-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-agentic-state-in-psychology.md,""""""Definition of Agentic State in Psychology"""""",""""""Get to know the definition of agentic state according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-agentic-state-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-aggression-in-psychology.md,""""""Definition of Aggression in Psychology"""""",""""""Get to know the definition of aggression according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-aggression-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-agnosia-in-psychology.md,""""""Definition of Agnosia in Psychology"""""",""""""Get to know the definition of agnosia according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-agnosia-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
"definition-of-agonist-in-psychology.md,""""""Definition of Agonist in Psychology"""""",""""""Get to know the definition of agonist according to psychologists."""""",2023-03-07T06:00:00+00:00,""""""/images/posts/definition-of-agonist-in-psychology.jpg"""""",FALSE,""[""""Robi Maulana""""]"",,""[""""Glossary""""]"""
